event-id,visible,timestamp,location-long,location-lat,comments,ground-speed,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18983123192,true,2013-04-02 00:33:00.000,8.154611,40.822605,"T01",0.22222400000000003,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123193,true,2013-04-02 00:53:00.000,8.155396,40.825579,"T01",0.27778,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123194,true,2013-04-02 01:13:00.000,8.156108,40.828224,"T01",0.25000200000000006,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123195,true,2013-04-02 01:33:00.000,8.158041,40.831063,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123196,true,2013-04-02 01:53:00.000,8.161526,40.832857,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123197,true,2013-04-02 02:13:00.000,8.165295,40.834417,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123198,true,2013-04-02 02:33:00.000,8.168961,40.836697,"T01",0.333336,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123199,true,2013-04-02 02:54:00.000,8.172789,40.838904,"T01",0.333336,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123200,true,2013-04-02 03:15:00.000,8.177209,40.841591,"T01",0.36111400000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123201,true,2013-04-02 03:41:00.000,8.181758,40.845672,"T01",0.36111400000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123202,true,2013-04-02 03:59:00.000,8.183508,40.848177,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123203,true,2013-04-02 04:19:00.000,8.183038,40.850299,"T01",0.194446,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123204,true,2013-04-02 04:39:00.000,8.185992,40.85167,"T01",0.25000200000000006,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123205,true,2013-04-02 04:59:00.000,8.187776,40.851292,"T01",0.13889,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123206,true,2013-04-02 05:19:00.000,8.188307,40.851065,"T01",0.05555600000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
